Agency,State,State_id
Cloverdale Police Department,Indiana,15
Coatesville Police Department,Indiana,15
Colfax Police Department,Indiana,15
Columbia City Police Department,Indiana,15
Columbus Police Department,Indiana,15
Connersville Police Department,Indiana,15
Converse Police Department,Indiana,15
Corydon Police Department,Indiana,15
Covington Police Department,Indiana,15
Crawfordsville Police Department,Indiana,15
Cromwell Police Department,Indiana,15
Crothersville Police Department,Indiana,15
Crown Point Police Department,Indiana,15
Culver Police Department,Indiana,15
Cumberland Police Department,Indiana,15
Cynthiana Police Department,Indiana,15
Dale Police Department,Indiana,15
Daleville Police Department,Indiana,15
Dana Police Department,Indiana,15
Danville Police Department,Indiana,15
Darlington Police Department,Indiana,15
Dayton Police Department,Indiana,15
Decatur Police Department,Indiana,15
Delphi Police Department,Indiana,15
DeMotte Police Department,Indiana,15
Dillsboro Police Department,Indiana,15
Dugger Police Department,Indiana,15
Dunkirk Police Department,Indiana,15
Dyer Police Department,Indiana,15
East Chicago Police Department,Indiana,15
Eaton Police Department,Indiana,15
Edgewood Police Department,Indiana,15
Edinburgh Police Department,Indiana,15
Elberfeld Police Department,Indiana,15
Elizabethtown Police Department,Indiana,15
Elkhart Police Department,Indiana,15
Ellettsville Police Department,Indiana,15
Elnora Police Department,Indiana,15
Elwood Police Department,Indiana,15
English Police Department,Indiana,15
Evansville Police Department,Indiana,15
Fairmount Police Department,Indiana,15
Fairview Park Police Department,Indiana,15
Farmersburg Police Department,Indiana,15
Farmland Police Department,Indiana,15
Ferdinand Police Department,Indiana,15
Fillmore Police Department,Indiana,15
Fishers Police Department,Indiana,15
Flora Police Department,Indiana,15
Fort Branch Police Department,Indiana,15
Fort Wayne Police Department,Indiana,15
Fortville Police Department,Indiana,15
Fountain City Police Department,Indiana,15
Fowler Police Department,Indiana,15
Fowlerton Police Department,Indiana,15
Francesville Police Department,Indiana,15
Francisco Police Department,Indiana,15
Frankfort Police Department,Indiana,15
Franklin Police Department [4],Indiana,15
Frankton Police Department,Indiana,15
Fremont Police Department,Indiana,15
French Lick Police Department,Indiana,15
Fulton Police Department,Indiana,15
Galveston Police Department,Indiana,15
Garrett Police Department,Indiana,15
Gary Police Department,Indiana,15
Gas City Police Department,Indiana,15
Gaston Police Department,Indiana,15
Geneva Police Department,Indiana,15
Gentryville Police Department,Indiana,15
Georgetown Police Department,Indiana,15
Glenwood Police Department,Indiana,15
Goodland Police Department,Indiana,15
Goshen Police Department,Indiana,15
Greencastle Police Department,Indiana,15
Greendale Police Department,Indiana,15
Greenfield Police Department,Indiana,15
Greens Fork Police Department,Indiana,15
Greensburg Police Department,Indiana,15
Greentown Police Department,Indiana,15
Greenville Police Department,Indiana,15
Greenwood Police Department[5],Indiana,15
Griffith Police Department,Indiana,15
Hagerstown Police Department,Indiana,15
Hamlet Police Department,Indiana,15
Hammond Police Department,Indiana,15
Hanover Police Department,Indiana,15
Hartford City Police Department,Indiana,15
Hartsville Police Department,Indiana,15
Haubstadt Police Department,Indiana,15
Hebron Police Department,Indiana,15
Highland Police Department,Indiana,15
Hillsboro Police Department,Indiana,15
Hobart Police Department[6],Indiana,15
Holland Police Department,Indiana,15
Holton Police Department,Indiana,15
Homecroft Police Department,Indiana,15
Hope Police Department,Indiana,15
Hudson Police Department,Indiana,15
Huntingburg Police Department,Indiana,15
Huntington Police Department,Indiana,15
Hymera Police Department,Indiana,15
Indianapolis Metropolitan Police Department,Indiana,15
Ingalls Police Department,Indiana,15
Jamestown Police Department,Indiana,15
Jasonville Police Department,Indiana,15
Jasper Police Department,Indiana,15
Jeffersonville Police Department,Indiana,15
Jonesboro Police Department,Indiana,15
Kempton Police Department,Indiana,15
Kendallville Police Department,Indiana,15
Kennard Police Department,Indiana,15
Kentland Police Department,Indiana,15
Kewanna Police Department,Indiana,15
Kingman Police Department,Indiana,15
Kingsbury Police Department,Indiana,15
Kingsford Heights Police Department,Indiana,15
Kirkland Police Department,Indiana,15
Knightstown Police Department,Indiana,15
Knightsville Police Department,Indiana,15
Knox Police Department,Indiana,15
Kokomo Police Department,Indiana,15
Kouts Police Department,Indiana,15
La Fontaine Police Department,Indiana,15
La Porte Police Department,Indiana,15
Ladoga Police Department,Indiana,15
Lafayette Police Department,Indiana,15
LaGrange Police Department,Indiana,15
Lake Station Police Department,Indiana,15
Lakeville Police Department,Indiana,15
Lanesville Police Department,Indiana,15
Lapel Police Department,Indiana,15
Laurel Police Department,Indiana,15
Lawrence Police Department,Indiana,15
Lawrenceburg Police Department,Indiana,15
Leavenworth Police Department,Indiana,15
Lebanon Police Department,Indiana,15
Liberty Police Department,Indiana,15
Ligonier Police Department,Indiana,15
Linden Police Department,Indiana,15
Linton Police Department,Indiana,15
Lizton Police Department,Indiana,15
Logansport Police Department,Indiana,15
Long Beach Police Department,Indiana,15
Loogootee Police Department,Indiana,15
Losantville Police Department,Indiana,15
Lowell Police Department,Indiana,15
Lynn Police Department,Indiana,15
Lynnville Police Department,Indiana,15
Lyons Police Department,Indiana,15
Madison Police Department,Indiana,15
Marengo Police Department,Indiana,15
Marion Police Department,Indiana,15
Markle Police Department,Indiana,15
Markelville Police Department,Indiana,15
Marshall Police Department,Indiana,15
Martinsville Police Department,Indiana,15
Matthews Police Department,Indiana,15
McCordsville Police Department,Indiana,15
Medaryville Police Department,Indiana,15
Medora Police Department,Indiana,15
Meridian Hills Police Department,Indiana,15
Merrillville Police Department,Indiana,15
Michigan City Police Department,Indiana,15
Michigantown Police Department,Indiana,15
Middlebury Police Department,Indiana,15
Middletown Police Department,Indiana,15
Milan Police Department,Indiana,15
Milford Police Department,Indiana,15
Millersburg Police Department,Indiana,15
Milltown Police Department,Indiana,15
Milton Police Department,Indiana,15
Mishawaka Police Department,Indiana,15
Mitchell Police Department,Indiana,15
Monon Police Department,Indiana,15
Monroe Police Department,Indiana,15
Monroeville Police Department,Indiana,15
Monrovia Police Department,Indiana,15
Montezuma Police Department,Indiana,15
Monticello Police Department,Indiana,15
Montpelier Police Department,Indiana,15
Mooreland Police Department,Indiana,15
Moores Hill Police Department,Indiana,15
Mooresville Police Department,Indiana,15
Morgantown Police Department,Indiana,15
Morocco Police Department,Indiana,15
Morristown Police Department,Indiana,15
Mount Carmel Police Department,Indiana,15
Mount Summit Police Department,Indiana,15
Mount Vernon Police Department,Indiana,15
Mulberry Police Department,Indiana,15
Muncie Police Department,Indiana,15
Munster Police Department,Indiana,15
Nappanee Police Department,Indiana,15
Nashville Police Department,Indiana,15
New Albany Police Department,Indiana,15
New Carlisle Police Department,Indiana,15
New Castle Police Department,Indiana,15
New Chicago Police Department,Indiana,15
New Harmony Police Department,Indiana,15
New Haven Police Department,Indiana,15
New Market Police Department,Indiana,15
New Palastine Police Department,Indiana,15
New Pekin Police Department,Indiana,15
New Point Police Department,Indiana,15
New Ross Police Department,Indiana,15
New Whiteland Police Department,Indiana,15
Newburgh Police Department,Indiana,15
Noblesville Police Department,Indiana,15
North Judson Police Department,Indiana,15
North Liberty Police Department,Indiana,15
North Manchester Police Department,Indiana,15
North Salem Police Department,Indiana,15
North Vernon Police Department,Indiana,15
North Webster Police Department,Indiana,15
Oakland City Police Department,Indiana,15
Oaktown Police Department,Indiana,15
Odon Police Department,Indiana,15
Ogden Dunes Police Department,Indiana,15
Oldenburg Police Department,Indiana,15
Oolitic Police Department,Indiana,15
Orestes Police Department,Indiana,15
Orland Police Department,Indiana,15
Orleans Police Department,Indiana,15
Osceola Police Department,Indiana,15
Osgood Police Department,Indiana,15
Ossian Police Department,Indiana,15
Otterbein Police Department,Indiana,15
Oxford Police Department,Indiana,15
Owensville Police Department,Indiana,15
Palmyra Police Department,Indiana,15
Paoli Police Department,Indiana,15
Paragon Police Department,Indiana,15
Parker City Police Department,Indiana,15
Patoka Police Department,Indiana,15
Pendleton Police Department,Indiana,15
Pennville Police Department,Indiana,15
Perrysville Police Department,Indiana,15
Peru Police Department,Indiana,15
Petersburg Police Department,Indiana,15
Pierceton Police Department,Indiana,15
Pittsboro Police Department,Indiana,15
Plainfield Police Department,Indiana,15
Plainville Police Department,Indiana,15
Plymouth Police Department,Indiana,15
Portage Police Department,Indiana,15
Porter Police Department,Indiana,15
Portland Police Department,Indiana,15
Poseyville Police Department,Indiana,15
Pottawattamie Park Police Department,Indiana,15
Princeton Police Department,Indiana,15
Prince's Lakes Police Department,Indiana,15
Redkey Police Department,Indiana,15
Remington Police Department,Indiana,15
Rensselaer Police Department,Indiana,15
Reynolds Police Department,Indiana,15
Richmond Police Department,Indiana,15
Ridgeville Police Department,Indiana,15
Rising Sun Police Department,Indiana,15
Roachdale Police Department,Indiana,15
Roanoke Police Department,Indiana,15
Rochester Police Department,Indiana,15
Rockport Police Department,Indiana,15
Rockville Police Department,Indiana,15
Rocky Ripple Police Department,Indiana,15
Rome City Police Department,Indiana,15
Rosedale Police Department,Indiana,15
Roseland Police Department,Indiana,15
Rossville Police Department,Indiana,15
Royal Center Police Department,Indiana,15
Rushville Police Department,Indiana,15
Russellville Police Department,Indiana,15
Russiaville Police Department,Indiana,15
Salem Police Department,Indiana,15
Santa Claus Police Department,Indiana,15
Saratoga Police Department,Indiana,15
Schererville Police Department,Indiana,15
Schneider Police Department,Indiana,15
Scottsburg Police Department,Indiana,15
Seelyville Police Department,Indiana,15
Sellersburg Police Department,Indiana,15
Selma Police Department,Indiana,15
Seymour Police Department,Indiana,15
Sharpsville Police Department,Indiana,15
Shelburn Police Department,Indiana,15
Shelbyville Police Department,Indiana,15
Sheridan Police Department,Indiana,15
Shipshewana Police Department,Indiana,15
Shirley Police Department,Indiana,15
Shoals Police Department,Indiana,15
Silver Lake Police Department,Indiana,15
South Bend Police Department [7],Indiana,15
South Whitley Police Department,Indiana,15
Southport Police Department,Indiana,15
Speedway Police Department,Indiana,15
Spencer Police Department,Indiana,15
Spurgeon Police Department,Indiana,15
Staunton Police Department,Indiana,15
St John Police Department,Indiana,15
St Leon Police Department,Indiana,15
St Paul Police Department,Indiana,15
Stilesville Police Department,Indiana,15
Stinesville Police Department,Indiana,15
Sullivan Police Department,Indiana,15
Sulpher Springs Police Department,Indiana,15
Summitville Police Department,Indiana,15
Sunman Police Department,Indiana,15
Swayzee Police Department,Indiana,15
Sweetser Police Department,Indiana,15
Syracuse Police Department,Indiana,15
Tell City Police Department,Indiana,15
Tenneyson Police Department,Indiana,15
Terre Haute Police Department,Indiana,15
Thorntown Police Department,Indiana,15
Tipton Police Department,Indiana,15
Topeka Police Department,Indiana,15
Trafalgar Police Department,Indiana,15
Trail Creek Police Department,Indiana,15
Troy Police Department,Indiana,15
Union City Police Department,Indiana,15
Upland Police Department,Indiana,15
Utica Police Department,Indiana,15
Valparaiso Police Department,Indiana,15
Van Buren Police Department,Indiana,15
Veedersburg Police Department,Indiana,15
Vernon Police Department,Indiana,15
Versailles Police Department,Indiana,15
Vevay Police Department,Indiana,15
Vincennes Police Department,Indiana,15
Wabash Police Department,Indiana,15
Wakarusa Police Department,Indiana,15
Walkerton Police Department,Indiana,15
Walton Police Department,Indiana,15
Warren Park Police Department,Indiana,15
Warren Police Department,Indiana,15
Warsaw Police Department,Indiana,15
Washington Police Department,Indiana,15
Waterloo Police Department,Indiana,15
Waynetown Police Department,Indiana,15
West Baden Springs Police Department,Indiana,15
West Harrison Police Department,Indiana,15
West Lafayette Police Department,Indiana,15
West Lebanon Police Department,Indiana,15
West Terre Haute Police Department,Indiana,15
Westfield Police Department,Indiana,15
Westport Police Department,Indiana,15
Westville Police Department,Indiana,15
Wheatfield Police Department,Indiana,15
Whiteland Police Department,Indiana,15
Whitestown Police Department,Indiana,15
Whiting Police Department,Indiana,15
Wilkinson Police Department,Indiana,15
Williamsport Police Department,Indiana,15
Williams Creek Police Department,Indiana,15
Winamac Police Department,Indiana,15
Winchester Police Department,Indiana,15
Windfall Police Department,Indiana,15
Winfield Police Department,Indiana,15
Winona Lake Police Department,Indiana,15
Winslow Police Department,Indiana,15
Wolcott Police Department,Indiana,15
Wolcottville Police Department,Indiana,15
Woodburn Police Department,Indiana,15
Worthington Police Department,Indiana,15
Yorktown Police Department,Indiana,15
Zanesville Police Department,Indiana,15
Zionsville Police Department,Indiana,15
Iowa Department of Corrections,Iowa,16
Iowa Department of Natural Resources Enforcement,Iowa,16
Iowa Department of Public Safety,Iowa,16
Iowa State Division of Criminal Investigation,Iowa,16
Iowa State Division of Narcotics Enforcement,Iowa,16
Iowa State Fire Marshal,Iowa,16
Iowa State Patrol,Iowa,16
Iowa Department of Transportation Motor Vehicle Enforcement Agency,Iowa,16
Afton Police Department,Iowa,16
Altoona Police Department,Iowa,16
Ames Police Department,Iowa,16
Anamosa Police Department,Iowa,16
Asbury Police Department,Iowa,16
Ankeny Police Department [2],Iowa,16
Atlantic Police Department,Iowa,16
Belle Plaine Police Department,Iowa,16
Bettendorf Police Department,Iowa,16
Blue Grass Police Department,Iowa,16
Boone Police Department,Iowa,16
Burlington Police Department [3],Iowa,16
Camanche Police Department,Iowa,16
Cedar Falls Police Department,Iowa,16
Cedar Rapids Police Department,Iowa,16
Clinton Police Department,Iowa,16
Coralville Police Department,Iowa,16
Council Bluffs Police Department,Iowa,16
Davenport Police Department,Iowa,16
Des Moines Police Department,Iowa,16
Dubuque Police Department,Iowa,16
Dysart Police Department,Iowa,16
Dunkerton Police Department[4],Iowa,16
Fairbank Police Department,Iowa,16
Farley Police Department,Iowa,16
Farnhamville Police Department,Iowa,16
Fayette Police Department,Iowa,16
Fairfield Police Department,Iowa,16
Forest City Police Department,Iowa,16
Fort Madison Police Department,Iowa,16
Grinnell Police Department,Iowa,16
Hiawatha Police Department,Iowa,16
Iowa City Police Department [5],Iowa,16
Jesup Police Department,Iowa,16
Keokuk Police Department,Iowa,16
Lisbon Police Department,Iowa,16
Marion Police Department,Iowa,16
Marshalltown Police Department,Iowa,16
Mason City Police Department,Iowa,16
Monona Police Department,Iowa,16
Mitchellville Police Department,Iowa,16
Monticello Police Department,Iowa,16
Mount Vernon Police Department,Iowa,16
New London Police Department,Iowa,16
New Sharon Police Department,Iowa,16
New Hampton Police Department,Iowa,16
Newton Police Department,Iowa,16
North Liberty Police Department[6],Iowa,16
Ogden Police Department,Iowa,16
Ottumwa Police Department,Iowa,16
Palo Police Department,Iowa,16
Pella Police Department,Iowa,16
Shellsburg Police Department,Iowa,16
Shenandoah Police Department,Iowa,16
Sioux City Police Department,Iowa,16
Storm Lake Police Department,Iowa,16
Tama Police Department,Iowa,16
Toledo Police Department,Iowa,16
Urbana Police Department,Iowa,16
Urbandale Police Department,Iowa,16
Vinton Police Department,Iowa,16
Washington Police Department,Iowa,16
Waterloo Police Department,Iowa,16
West Burlington Police Department,Iowa,16
West Union Police Department,Iowa,16
Wilton Police Department,Iowa,16
Kansas Bureau of Investigation,Kansas,17
Kansas Department of Corrections,Kansas,17
Kansas Department of Revenue,Kansas,17
Kansas State Alcoholic Beverage Control,Kansas,17
Kansas Department of Wildlife and Parks,Kansas,17
Kansas Highway Patrol,Kansas,17
Kansas Capitol Police,Kansas,17
Kansas State Fire Marshal,Kansas,17
Abilene Police Department,Kansas,17
Altamont Police Department,Kansas,17
Andover Police Department,Kansas,17
Anthony Police Department,Kansas,17
Argonia Police Department,Kansas,17
Arkansas City Police Department,Kansas,17
Arma Police Department,Kansas,17
Atchison Police Department,Kansas,17
Atwood Police Department,Kansas,17
Augusta Department of Public Safety,Kansas,17
Baldwin City Police Department,Kansas,17
Basehor Police Department,Kansas,17
Baxter Springs Police Department,Kansas,17
Bel Aire Police Department,Kansas,17
Belleville Police Department,Kansas,17
Beloit Police Department,Kansas,17
Blue Rapids Police Department,Kansas,17
Bonner Springs Police Department,Kansas,17
Burlingame Police Department,Kansas,17
Burlington Police Department,Kansas,17
Burrton Police Department,Kansas,17
Caney Police Department,Kansas,17
Carbondale Police Department,Kansas,17
Cedar Vale Police Department,Kansas,17
Chanute Police Department,Kansas,17
Chapman Police Department,Kansas,17
Chase Police Department,Kansas,17
Cheney Police Department,Kansas,17
Cherokee City Police Department,Kansas,17
Cherryvale Police Department,Kansas,17
Chetopa Police Department,Kansas,17
Cimarron Police Department,Kansas,17
Circleville Police Department,Kansas,17
Clay Center Police Department,Kansas,17
Clearwater Police Department,Kansas,17
Coffeyville Police Department,Kansas,17
Colby Police Department,Kansas,17
Columbus Police Department,Kansas,17
Colwich Police Department,Kansas,17
Concordia Police Department,Kansas,17
Conway Springs Police Department,Kansas,17
Council Grove Police Department,Kansas,17
Derby Police Department,Kansas,17
Dodge City Police Department [6],Kansas,17
Edwardsville Police Department,Kansas,17
El Dorado Police Department,Kansas,17
Elkhart Police Department,Kansas,17
Ellinwood Police Department,Kansas,17
Ellis Police Department,Kansas,17
Ellsworth Police Department,Kansas,17
Elwood Police Department,Kansas,17
Emporia Police Department,Kansas,17
Enterprise Police Department,Kansas,17
Erie Police Department,Kansas,17
Eskridge Police Department,Kansas,17
Eudora Police Department,Kansas,17
Fairway Police Department,Kansas,17
Florence Police Department,Kansas,17
Fort Scott Police Department,Kansas,17
Frankfort Police Department,Kansas,17
Fredonia Police Department,Kansas,17
Frontenac Police Department,Kansas,17
Galena Police Department,Kansas,17
Garden City Police Department [7],Kansas,17
Gardner Police Department,Kansas,17
Garnett Police Department,Kansas,17
Girard Police Department,Kansas,17
Goddard Police Department,Kansas,17
Goodland Police Department,Kansas,17
Grandview Plaza Police Department,Kansas,17
Great Bend Police Department,Kansas,17
Halstead Police Department,Kansas,17
Harper Police Department,Kansas,17
Haven Police Department,Kansas,17
Havensville Police Department,Kansas,17
Hays Police Department,Kansas,17
Haysville Police Department,Kansas,17
Herington Police Department,Kansas,17
Hesston Police Department,Kansas,17
Hiawatha Police Department,Kansas,17
Highland Police Department,Kansas,17
Hill City Police Department,Kansas,17
Hillsboro Police Department,Kansas,17
Hoisington Police Department,Kansas,17
Holton Police Department,Kansas,17
Horton Police Department,Kansas,17
Howard Police Department,Kansas,17
Hoxie Police Department,Kansas,17
Hugoton Police Department,Kansas,17
Humboldt Police Department,Kansas,17
Hutchinson Police Department,Kansas,17
Independence Police Department,Kansas,17
Inman Police Department,Kansas,17
Iola Police Department,Kansas,17
Junction City Police Department,Kansas,17
Kansas City Police Department,Kansas,17
Kechi Police Department,Kansas,17
Kingman Police Department,Kansas,17
Kinsley Police Department,Kansas,17
Kiowa Police Department,Kansas,17
La Crosse Police Department,Kansas,17
La Cygne Police Department,Kansas,17
Lansing Police Department,Kansas,17
Larned Police Department,Kansas,17
Lawrence Police Department,Kansas,17
Leavenworth Police Department [8],Kansas,17
Leawood Police Department,Kansas,17
Lenexa Police Department,Kansas,17
Lewis Police Department,Kansas,17
Liberal Police Department,Kansas,17
Lindsborg Police Department,Kansas,17
Louisburg Police Department,Kansas,17
Lyndon Police Department,Kansas,17
Lyons Police Department,Kansas,17
Maize Police Department,Kansas,17
Marion Police Department,Kansas,17
Marysville Police Department,Kansas,17
McPherson Police Department,Kansas,17
Meade Police Department,Kansas,17
Melvern Police Department,Kansas,17
Medicine Lodge Police Department,Kansas,17
Merriam Police Department,Kansas,17
Minneapolis Police Department,Kansas,17
Mission Police Department,Kansas,17
Moran Police Department,Kansas,17
Moundridge Police Department,Kansas,17
Mt. Hope Police Department,Kansas,17
Mulvane Police Department,Kansas,17
Neodesha Police Department,Kansas,17
Newton Police Department,Kansas,17
Nickerson Police Department,Kansas,17
North Newton Police Department,Kansas,17
Norton Police Department,Kansas,17
Nortonville Police Department,Kansas,17
Oakley Police Department,Kansas,17
Oberlin Police Department,Kansas,17
Olathe Police Department,Kansas,17
Onaga Police Department,Kansas,17
Osage City Police Department,Kansas,17
Osawatomie Police Department,Kansas,17
Osborne Police Department,Kansas,17
Oswego Police Department,Kansas,17
Ottawa Police Department,Kansas,17
Overbrook Police Department,Kansas,17
Overland Park Police Department,Kansas,17
Oxford Police Department,Kansas,17
Paola Police Department,Kansas,17
Park City Police Department,Kansas,17
Parsons Police Department,Kansas,17
Peabody Police Department,Kansas,17
Perry Police Department,Kansas,17
Pittsburg Police Department,Kansas,17
Plainville Police Department,Kansas,17
Prairie Village Police Department,Kansas,17
Pratt Police Department,Kansas,17
Protection Police Department,Kansas,17
Quinter Police Department,Kansas,17
Richmond Police Department,Kansas,17
Riley County Police Department,Kansas,17
Roeland Park Police Department,Kansas,17
Rolla Police Department,Kansas,17
Rose Hill Police Department,Kansas,17
Rossville Police Department,Kansas,17
Russell Police Department,Kansas,17
Sabetha Police Department,Kansas,17
Saint Francis Police Department,Kansas,17
Saint John Police Department,Kansas,17
Saint Marys Police Department,Kansas,17
Salina Police Department,Kansas,17
Scott City Police Department,Kansas,17
Scranton Police Department,Kansas,17
Sedan Police Department,Kansas,17
Sedgwick Police Department,Kansas,17
Seneca Police Department,Kansas,17
Shawnee Police Department,Kansas,17
Silver Lake Police Department,Kansas,17
Smith Center Police Department,Kansas,17
South Hutchinson Police Department,Kansas,17
Spring Hill Police Department,Kansas,17
Stafford Police Department,Kansas,17
Sterling Police Department,Kansas,17
Stockton Police Department,Kansas,17
Tonganoxie Police Department,Kansas,17
Topeka Police Department [9],Kansas,17
Towanda Police Department,Kansas,17
Troy Police Department,Kansas,17
Udall Police Department,Kansas,17
Ulysses Police Department,Kansas,17
Valley Center Police Department,Kansas,17
Valley Falls Police Department,Kansas,17
Victoria Police Department,Kansas,17
WaKeeney Police Department,Kansas,17
Wakefield Police Department,Kansas,17
Walton Police Department,Kansas,17
Wamego Police Department,Kansas,17
Wellington Police Department,Kansas,17
Wellsville Police Department,Kansas,17
Westwood Police Department,Kansas,17
Wichita Police Department [10],Kansas,17
Wilson Police Department,Kansas,17
Winfield Police Department,Kansas,17
Yates Center Police Department,Kansas,17
Kentucky Department of Fish and Wildlife Resources,Kentucky,18
Kentucky State Conservation Officers,Kentucky,18
Kentucky Department of Parks,Kentucky,18
Kentucky State Park Rangers,Kentucky,18
Kentucky Horse Park Officers,Kentucky,18
Kentucky Justice and Public Safety Cabinet,Kentucky,18
Kentucky Department of Corrections,Kentucky,18
Kentucky Department of Juvenile Justice,Kentucky,18
Kentucky State Police,Kentucky,18
Division of Commercial Vehicle Enforcement,Kentucky,18
Kentucky Office of the Attorney General,Kentucky,18
Kentucky Department of Criminal Investigation,Kentucky,18
Adairville Police Department [3],Kentucky,18
Albany Police Department[citation needed],Kentucky,18
Alexandria Police Department [4],Kentucky,18
Ashland Police Department [5],Kentucky,18
Auburn Police Department [6],Kentucky,18
Audubon Park Police Department [7],Kentucky,18
Augusta Police Department[citation needed],Kentucky,18
Barbourville Police Department [8],Kentucky,18
Bardstown Police Department [9],Kentucky,18
Barlow Police Department [10],Kentucky,18
Beattyville Police Department[citation needed],Kentucky,18
Bellefonte Police Department[citation needed],Kentucky,18
Bellevue Police Department[11],Kentucky,18
Benton Police Department [12],Kentucky,18
Benham Police Department,Kentucky,18
Berea Police Department,Kentucky,18
Bluegrass Army Depot Police Department,Kentucky,18
Bowling Green Police Department,Kentucky,18
Brooksville Police Department,Kentucky,18
Butler Police Department,Kentucky,18
Calvert City Police Department,Kentucky,18
Carrollton Police Department,Kentucky,18
Catlettsburg Police Department,Kentucky,18
Central City Police Department,Kentucky,18
Coal Run Village Police Department,Kentucky,18
Cold Springs Police Department,Kentucky,18
Corbin Police Department,Kentucky,18
Covington Police Department,Kentucky,18
Cynthiana Police Department,Kentucky,18
Danville Police Department,Kentucky,18
Dayton Police Department,Kentucky,18
Drakesboro Police Department,Kentucky,18
Dry Ridge Police Department,Kentucky,18
Edgewood Police Department,Kentucky,18
Elkhorn City Police Department,Kentucky,18
Elkhown Police Department,Kentucky,18
Elizabethtown Police Department,Kentucky,18
Elsmere Police Department,Kentucky,18
Erlanger Police Department [13],Kentucky,18
Falmouth Police Department [14],Kentucky,18
Flatwoods Police Department,Kentucky,18
Florence Police Department,Kentucky,18
Fort Mitchell Police Department,Kentucky,18
Fort Thomas Police Department,Kentucky,18
Fort Wright Police Department,Kentucky,18
Frankfort Police Department,Kentucky,18
Frankfort Police Department,Kentucky,18
Georgetown Police Department[citation needed],Kentucky,18
Glascow Police Department [15],Kentucky,18
Graymoor-Devondale Police Department,Kentucky,18
Greenup Police Department,Kentucky,18
Harrodsburg Police Department,Kentucky,18
Hazard Police Department,Kentucky,18
Henderson Police Department,Kentucky,18
Heritage Creek Police Department,Kentucky,18
Highland Heights / Southgate Police Authority,Kentucky,18
Hillview Police Dpeartment,Kentucky,18
Hodgenville Police Department,Kentucky,18
Hollow Creek Police Department,Kentucky,18
Hopkinsville Police Department,Kentucky,18
Hurstbourne Acres Police Department,Kentucky,18
Grayson Police Department,Kentucky,18
Greenup Police Department,Kentucky,18
Greenville Police Department,Kentucky,18
Independence Police Department,Kentucky,18
Indian Hills Police Department,Kentucky,18
Inez Police Department,Kentucky,18
Jeffersontown Police Department,Kentucky,18
LaGrange Police Department,Kentucky,18
Lakeside Park/Crestview Hills Police Authority,Kentucky,18
London Police Department,Kentucky,18
Ludlow Police Department,Kentucky,18
Louisa Police Department,Kentucky,18
Louisville Metro Police Department,Kentucky,18
Lexington/Fayette Urban County Police Department,Kentucky,18
Lynnview Police Department,Kentucky,18
Meadowvale Inter-Local Police Department,Kentucky,18
Middlesboro Police Department,Kentucky,18
Morehead Police Department,Kentucky,18
Morgantown Police Department,Kentucky,18
Mount Washington Police Department,Kentucky,18
Mt. Olivet Police Department,Kentucky,18
Neon Police Department,Kentucky,18
Newport Police Department,Kentucky,18
Nicholasville Police Department,Kentucky,18
Northfield Police Department,Kentucky,18
Olive Hill Police Department,Kentucky,18
Owenton Police Department,Kentucky,18
Owingsville Police Department,Kentucky,18
Paducah Police Department[16],Kentucky,18
Park Hills Police Department,Kentucky,18
Pioneer Village Police Department,Kentucky,18
Pikeville Police Department,Kentucky,18
Pineville Police Department,Kentucky,18
Pipa Pasas Police Department,Kentucky,18
Powderly Police Department,Kentucky,18
Raceland Police Department,Kentucky,18
Radcliff Police Department,Kentucky,18
Richmond Police Department,Kentucky,18
Russell Police Department,Kentucky,18
Sadieville Police Department,Kentucky,18
Saint Matthews Police Department,Kentucky,18
Shepherdsville Police Department,Kentucky,18
Shively Police Department,Kentucky,18
Silver Grove Police Department,Kentucky,18
South Shore Police Department,Kentucky,18
Stamping Ground Police Department,Kentucky,18
Strathmoore Police Department,Kentucky,18
Stanford Police Department,Kentucky,18
Taylor Mill Police Department,Kentucky,18
Taylorsville Police Department,Kentucky,18
Vanceburg Police Department,Kentucky,18
Villa Hills Police Department,Kentucky,18
Vine Grove Police Department,Kentucky,18
West Buechel Police Department,Kentucky,18
Wilder Police Department,Kentucky,18
Wilmore Police Department,Kentucky,18
Williamsburg Police Department,Kentucky,18
Williamstown Police Department,Kentucky,18
Winchester Police Department,Kentucky,18
Worthington Police Department,Kentucky,18
Louisiana Department of Children and Family Services,Louisiana,19
Child Support Enforcement,Louisiana,19
Louisiana Department of Environmental Quality,Louisiana,19
Louisiana Department of Health and Hospitals,Louisiana,19
Louisiana Medical Center Police,Louisiana,19
Louisiana Department of Justice,Louisiana,19
Louisiana Department of Public Safety,Louisiana,19
Louisiana Division of Levee District Police,Louisiana,19
Atchafalaya Basin Levee District Police Department,Louisiana,19
East Jefferson Levee District Police Department,Louisiana,19
Lafourche Basin Levee District Police Department,Louisiana,19
Lake Borgne Levee District Police Department,Louisiana,19
Orleans Levee District Police Department,Louisiana,19
Pontchartrain Levee District Police Department,Louisiana,19
Tensas Basin Levee District Police Department,Louisiana,19
Louisiana State Fire Marshal,Louisiana,19
Louisiana State Police,Louisiana,19
Louisiana Department of Public Safety & Corrections,Louisiana,19
Louisiana Department of Corrections,Louisiana,19
Louisiana Probation & Parole,Louisiana,19
Louisiana Department of Revenue & Taxation,Louisiana,19
